lat__float,longitude__float,acctype__cat,light__cat,numvehs__cat,rdsurf__cat,rodwycls__cat,weather__cat,severity__cat
42.0277469,-87.67059809,11,1,2,2,4,2,1
41.53247213,-88.09388876,11,1,2,1,3,1,1
39.11631424,-88.53744544,11,1,5-Mar,1,3,1,1
38.52537405,-89.79341499,15,5,2,1,8,1,1
41.86448075,-87.83335904,11,1,5-Mar,2,4,2,1
41.56502251,-88.18218095,11,1,2,1,3,1,1
41.51135678,-88.12437686,11,1,2,1,4,1,1
41.51507005,-88.08122669,11,1,2,1,3,1,1
41.95409024,-87.68494584,12,1,2,1,4,1,1
41.89904256,-87.74586842,6,3,1,2,4,2,1
41.85078075,-87.78351587,1,5,1,2,5,2,1
39.40651429,-88.80713835,15,1,2,1,8,1,1
41.94190737,-88.03194043,11,1,5-Mar,2,3,2,1
42.02243201,-87.95986561,11,1,2,2,4,2,1
40.15406271,-87.63024689,11,1,5-Mar,1,5,1,1
42.04076877,-87.74704883,15,1,3,1,4,1,1
42.02243094,-87.95986645,15,4,2,1,4,1,1
41.62266539,-87.6686292,2,1,1,1,5,1,1
42.32426341,-88.4325003,6,1,1,1,3,1,1
42.26365377,-88.17720215,11,4,3,2,3,4,1
42.36210387,-87.99991584,11,1,8-May,1,3,1,1
42.48696914,-87.94137338,6,4,1,1,3,1,1
37.74333508,-88.97020167,11,1,2,1,4,1,1
37.74333428,-88.97020152,10,1,2,1,4,1,1
37.7404825,-88.4382329,15,1,2,1,8,1,1
42.05610696,-89.0191789,5,1,1,1,6,1,1
39.68577322,-89.14177415,11,4,2,2,8,2,1
41.45469272,-90.31827295,15,1,2,1,8,1,1
41.19389377,-90.37998019,1,1,1,1,8,1,1
41.33574169,-88.42142533,15,1,2,1,3,1,1
41.85872009,-88.10952836,11,1,5-Mar,1,5,1,1
41.71733846,-87.85181921,11,1,3,2,5,2,1
42.44346144,-87.93847409,6,5,1,2,4,2,1
39.56670395,-89.75867215,11,1,2,1,8,1,1
42.27834262,-88.40337413,6,4,1,1,3,1,1
41.52627264,-87.55833261,11,1,5-Mar,1,3,1,1
41.7963011,-88.11304095,15,1,2,1,4,1,1
38.11873743,-89.05485237,15,1,2,1,8,1,1
37.99197931,-88.87318784,5,1,1,1,8,1,1
42.18230904,-87.85446636,11,5,2,2,5,2,1
41.88972628,-87.83929288,10,1,2,1,3,1,1
41.95645669,-87.87817664,14,1,2,1,4,1,1
42.11353683,-88.17597149,5,1,1,1,4,1,1
41.95548897,-87.87106017,1,1,1,1,5,1,1
40.74992317,-88.08567671,5,1,1,1,8,1,1
41.0588946,-87.88667962,6,1,1,1,6,1,1
40.68683306,-88.0303397,5,1,1,1,6,1,1
42.05514603,-87.76061279,12,5,2,1,1,1,1
41.36889892,-87.77067363,5,4,1,2,10,1,1
41.77237014,-89.68935727,11,1,2,1,4,1,1
41.72147149,-87.64317944,10,1,2,1,4,1,1
41.72147134,-87.643179,10,1,2,2,4,2,1
41.69341472,-88.05191854,5,1,1,1,1,1,1
39.15414712,-88.47611562,6,1,1,1,6,1,1
42.34496561,-87.92290651,6,1,1,1,1,1,1
42.32299895,-88.16460377,10,1,2,1,4,1,1
41.60161067,-87.83960191,10,1,2,1,4,1,1
39.48428658,-88.19245447,15,1,2,1,5,1,1
41.20252896,-88.00211659,6,4,1,1,8,1,1
41.15710644,-87.63803953,10,1,2,1,8,1,1
41.87051691,-87.87782059,9,5,2,2,1,2,1
39.24001649,-88.48948193,6,4,1,2,8,2,1
41.73806568,-87.62479601,7,5,1,1,1,1,1
41.87131274,-87.8384101,12,1,2,2,1,1,1
41.69951825,-87.65405939,7,5,1,2,1,2,1
37.95038508,-88.31973496,7,4,1,2,8,2,1
38.81508454,-90.04193288,14,4,2,1,1,1,1
38.63331077,-90.14450685,6,4,1,1,1,1,1
38.53287999,-90.19327165,6,1,1,1,1,1,1
38.70452596,-89.95854193,11,1,2,1,4,1,1
41.20606219,-88.03105919,6,2,1,1,8,1,1
39.07839011,-89.770807,6,1,1,1,8,1,1
41.7318299,-87.87697355,5,4,1,2,3,2,1
41.95335932,-87.75273308,9,5,2,2,5,1,1
41.5064722,-87.55819066,9,1,2,1,5,1,1
40.45685533,-88.37328982,7,1,1,1,8,1,1
41.93089375,-88.78165289,10,1,2,1,5,1,1
39.81588807,-89.64321745,2,1,1,1,5,1,1
41.93444436,-87.88477203,15,1,2,1,4,1,1
41.95393655,-87.70453123,6,2,1,2,4,2,1
41.75961979,-87.94488793,11,1,2,1,1,1,1
41.76081587,-88.92950648,6,1,1,1,8,1,1
38.76987094,-89.48308219,5,1,1,1,8,1,1
38.07857816,-89.40142505,6,4,1,1,8,1,1
42.08019275,-89.99650046,10,1,2,1,8,1,1
41.47320824,-87.63651334,10,2,2,2,4,7,1
42.09493728,-89.94165999,4,4,1,1,8,1,1
42.37147325,-88.82708266,6,1,1,1,8,1,1
42.30470429,-88.85369509,7,1,1,1,8,1,1
38.07714233,-89.40455323,5,1,1,1,8,1,1
38.68075654,-88.08475024,13,4,2,1,8,1,1
41.72152809,-87.74080699,10,1,2,2,4,1,1
42.01155553,-87.83372412,11,1,2,1,5,1,1
41.78588624,-88.13682122,10,1,2,1,4,1,1
41.58996359,-87.63638571,15,1,2,1,4,1,1
41.55721307,-87.68204233,15,1,2,1,5,1,1
41.48507326,-88.7412881,15,1,2,1,8,1,1
41.99943732,-88.73994032,11,1,2,1,8,1,1
42.25765897,-88.15226249,11,5,2,1,3,1,1
41.65565246,-88.04624006,11,1,2,1,3,1,1
41.60080837,-87.69455966,11,1,2,1,4,1,1
41.62255294,-87.59840082,12,5,2,1,5,1,1
41.57776801,-87.53934282,12,5,2,1,1,1,1
42.066542,-87.98202396,15,1,2,2,4,2,1
41.64380376,-87.53985789,10,1,2,1,5,1,1
41.71943154,-87.78968486,1,1,1,1,4,1,1
41.96181104,-87.80719537,1,1,1,1,5,1,1
39.90750308,-88.89708825,6,1,1,1,1,1,1
39.7905095,-89.01907067,4,4,1,1,8,1,1
38.69919704,-88.2148728,13,1,2,1,8,1,1
41.48692324,-88.03395795,5,1,1,1,3,1,1
41.13941608,-88.83577084,15,1,2,1,4,1,1
42.37405494,-87.88267378,15,1,2,1,5,1,1
41.55940546,-87.53932359,10,1,2,1,5,1,1
41.60081199,-87.6920772,11,1,2,1,4,1,1
41.81611452,-87.83384716,10,5,2,1,5,1,1
38.56482255,-89.80767306,10,2,2,1,8,4,1
41.6384083,-87.73774441,11,1,2,2,4,2,1
41.86423273,-88.31371906,10,1,2,1,5,1,1
41.63709419,-87.60753551,15,5,2,2,3,1,1
41.748427,-87.78261494,6,1,1,1,5,1,1
42.35176177,-88.03323032,10,1,2,1,3,1,1
41.74848859,-87.78020043,10,1,2,1,4,1,1
41.74826799,-87.79260646,10,1,2,1,5,1,1
41.74908586,-87.74683721,6,5,1,1,4,1,1
41.64109336,-87.73783881,10,1,2,1,4,1,1
41.48394376,-90.36402331,11,1,2,2,3,2,1
41.36445805,-89.10614225,15,1,2,1,3,1,1
41.98403801,-88.07740981,15,1,2,1,3,1,1
42.0450682,-88.20351941,4,4,1,1,3,1,1
42.04541629,-88.14455283,11,4,2,2,4,2,1
41.53031129,-87.8893396,10,5,2,1,3,1,1
41.85208512,-87.61393319,6,1,1,1,1,1,1
39.78749034,-89.60580521,15,1,2,1,4,1,1
41.63173018,-88.16312537,6,1,2,2,1,2,1
41.64504684,-88.08045761,11,1,2,1,4,1,1
42.2829927,-87.95340677,11,1,2,9,4,1,1
42.32040247,-88.8465225,13,1,2,1,8,1,1
41.60081425,-87.69095158,10,5,2,2,4,1,1
41.98752571,-87.95937448,10,1,2,1,4,1,1
37.93827714,-89.77107067,5,4,1,1,8,1,1
37.83179521,-89.68165153,14,1,2,1,8,1,1
38.21253408,-89.70321299,10,1,2,1,8,1,1
39.82843753,-88.95345773,6,5,1,1,99,1,1
42.35083872,-87.85578919,15,1,2,1,4,1,1
39.63573477,-87.69274796,11,1,2,2,3,1,1
39.6008815,-87.69466051,10,1,2,1,99,1,1
42.11262083,-88.18709774,10,1,2,1,3,1,1
41.87250928,-87.79361604,6,5,1,1,1,1,1
39.12964484,-89.82215855,13,1,2,2,8,2,1
41.51066932,-88.13626268,12,1,2,1,1,1,1
41.12064039,-87.73927517,11,1,2,1,8,1,1
40.88121184,-88.62640932,15,1,2,1,3,1,1
41.52079251,-87.57993558,11,5,2,1,1,1,1
39.55227393,-89.28806263,15,1,2,1,3,1,1
42.01047024,-87.94427742,11,1,2,1,4,1,1
39.27969622,-89.73117234,15,1,2,2,8,2,1
38.54369263,-90.19700981,14,5,2,1,3,1,1
41.11521652,-87.72437537,11,1,2,1,8,1,1
39.16693028,-88.14482748,13,1,2,1,8,1,1
42.01514423,-87.92742965,11,5,2,2,1,2,1
37.49756503,-89.23200538,5,1,1,1,8,1,1
41.4639227,-88.24902889,14,4,2,1,6,1,1
37.82055094,-89.13235904,6,4,1,1,8,1,1
37.82523702,-89.20221451,5,1,1,1,8,1,1
38.11805451,-88.9125458,15,1,2,1,6,1,1
42.27335297,-89.09966562,10,1,2,1,3,1,1
41.76821544,-87.89153313,10,1,2,1,5,1,1
41.87316054,-87.74499718,10,1,2,1,4,1,1
41.69236743,-87.6423723,1,5,1,2,4,2,1
41.90964436,-87.74679462,9,5,2,2,4,2,1
42.33800762,-88.23003614,15,5,2,1,4,1,1
41.93880442,-87.74685678,1,4,1,9,4,2,1
41.87339122,-87.73521444,11,5,2,1,1,1,1
41.91704888,-87.9197432,9,1,2,1,1,1,1
41.60221803,-87.7992295,10,1,2,1,4,1,1
41.48993145,-90.45187044,1,1,1,1,3,1,1
38.97901003,-90.18045884,11,1,2,2,3,2,1
41.69414583,-87.6424208,1,1,1,1,4,1,1
41.8413957,-88.46789054,11,1,2,1,8,1,1
42.25272948,-89.02899083,15,1,2,1,4,1,1
39.48431194,-88.18912136,10,1,2,1,5,1,1
42.04737413,-87.87023058,11,1,5-Mar,1,1,1,1
42.01718857,-87.93563294,6,1,1,2,1,1,1
42.13573231,-88.47906406,6,1,1,2,6,1,1
42.01995028,-87.8657633,6,1,1,1,1,1,1
41.98363346,-87.86740946,11,4,2,2,1,2,1
38.82112968,-88.78726127,6,3,1,1,8,1,1
41.55305164,-87.84764715,11,1,2,2,1,2,1
41.71064133,-87.79773683,11,1,2,2,1,2,1
41.81965698,-87.88939999,10,1,2,1,5,1,1
42.21555563,-88.42241487,4,4,1,1,3,1,1
42.04320532,-88.0719924,11,5,2,1,4,1,1
42.04809236,-88.10816584,11,1,2,2,4,2,1
41.87344878,-87.61714992,15,9,2,1,4,1,1
42.13670841,-87.78731105,9,1,2,1,1,1,1
41.9907398,-87.67722619,10,1,2,1,4,1,1
41.84966563,-87.84380908,11,1,2,1,5,1,1
41.87135607,-87.83600998,11,1,3,1,1,1,1
38.90555733,-90.12769846,14,4,2,1,4,1,1
37.88503866,-88.93237645,10,1,2,1,3,1,1
37.4606771,-88.40559405,10,1,2,1,8,1,1
42.34939215,-87.87302147,15,1,2,2,4,2,1
41.90366445,-88.05440722,11,1,3,1,4,1,1
41.51278955,-87.84959438,11,1,2,2,3,2,1
42.01142965,-87.95957883,1,4,1,1,4,1,1
38.80427895,-88.09442825,11,1,2,1,8,1,1
40.14084685,-91.22744139,4,1,1,2,6,2,1
39.93564346,-91.39657811,15,1,2,2,5,2,1
40.14046385,-91.22781354,6,4,1,1,6,1,1
42.09596733,-87.8789096,6,1,1,1,5,1,1
41.71875849,-87.80932049,11,1,2,1,4,1,1
41.50898855,-88.14321017,7,1,2,1,1,1,1
41.70208481,-88.03506632,6,5,1,1,1,1,1
41.28890127,-88.23347092,15,1,2,2,8,2,1
42.4331743,-88.57232144,5,1,1,1,8,1,1
41.88203526,-88.19451096,10,1,2,1,4,1,1
40.03837968,-87.63843366,11,1,2,1,5,1,1
41.76191672,-88.89870486,6,4,1,1,8,1,1
38.59957786,-89.98844295,11,5,2,1,1,1,1
41.80370102,-88.20373352,15,1,2,2,4,2,1
42.05022735,-87.74210401,1,1,1,1,3,1,1
41.83017016,-88.07764481,10,1,2,1,4,1,1
41.90883984,-87.80738207,11,1,2,1,4,1,1
38.23786341,-88.11893889,4,9,1,9,6,9,1
41.40560068,-87.61984117,15,1,2,1,4,1,1
41.83849593,-87.68507245,11,3,2,2,4,2,1
38.74478613,-90.12845014,12,1,2,1,4,1,1
41.52784428,-88.08835402,10,1,2,1,99,1,1
41.56512523,-88.20033337,15,1,2,1,3,1,1
42.04540753,-87.94069844,15,1,2,1,4,1,1
42.07186231,-87.92709981,10,1,2,1,4,1,1
40.45867432,-90.70157349,14,1,2,1,5,1,1
41.94377489,-88.01584695,11,1,2,1,5,1,1
41.62261129,-87.58964568,11,5,3,2,5,2,1
41.95240174,-87.82196216,11,1,5-Mar,2,5,2,1
42.41549202,-88.08239584,11,1,3,1,3,1,1
38.67933067,-88.470293,15,1,2,1,3,1,1
40.48823599,-88.98483365,15,1,2,1,99,1,1
41.97693016,-87.86277603,10,1,2,1,5,1,1
41.99572568,-87.86176999,10,1,3,2,4,2,1
41.6828826,-88.36570993,11,1,3,1,3,1,1
40.1571954,-87.63030092,11,1,3,1,5,1,1
39.78223537,-89.60042217,6,1,1,1,1,1,1
40.75794371,-89.56465157,15,4,2,1,4,1,1
39.72140523,-90.22927758,6,1,1,1,4,1,1
42.20000359,-87.92659288,6,4,1,1,3,1,1
42.06595571,-87.87347944,6,1,1,1,3,1,1
42.33362571,-89.76616278,11,1,2,1,8,1,1
42.37074716,-89.54038769,11,1,2,1,8,1,1
42.3881825,-89.63322664,6,1,1,2,8,2,1
42.41845348,-89.40183854,5,1,1,1,8,1,1
42.37434478,-89.53700817,6,1,1,1,8,1,1
41.81743311,-87.92082711,10,1,2,1,4,1,1
41.57669872,-90.3598877,6,1,1,1,9,1,1
41.90467473,-88.4577502,15,1,2,1,8,1,1
38.45649376,-90.22087407,10,1,2,1,4,1,1
39.73866431,-91.25397668,4,3,1,1,6,1,1
40.88667582,-88.64200362,15,1,3,1,4,1,1
41.80503972,-88.20374038,10,1,2,1,4,1,1
38.85852204,-90.10849927,15,4,2,1,4,1,1
41.56338394,-87.63621716,1,1,1,1,5,1,1
41.73248397,-87.8524467,11,1,3,1,4,1,1
40.35774526,-88.78408162,5,4,1,1,8,1,1
40.11249204,-87.61378043,6,1,1,1,1,1,1
41.77425824,-87.94652927,10,4,2,1,1,1,1
42.06013312,-88.01582431,10,1,2,1,4,1,1
40.6526566,-89.00457144,6,1,1,1,6,1,1
39.74440107,-89.71203108,6,1,1,1,1,1,1
39.82130579,-89.03506232,6,1,1,1,1,1,1
42.10111458,-87.74444094,6,1,1,1,3,1,1
42.04539436,-88.19620865,11,1,3,1,4,1,1
42.04502334,-88.0797051,14,1,2,2,4,1,1
41.97125322,-88.03152666,11,1,5-Mar,1,3,1,1
39.84450148,-89.16120178,6,4,1,1,8,1,1
41.86429132,-88.04033786,12,1,3,1,1,1,1
41.65744495,-88.12082792,11,1,3,1,1,1,1
41.76619054,-87.56257754,11,9,3,1,3,1,1
41.11971141,-87.85831198,15,1,3,1,4,1,1
41.88843571,-88.31166608,11,1,3,1,5,1,1
41.91441866,-88.30863044,10,1,3,1,3,1,1
42.3365947,-88.03191424,10,5,2,1,3,1,1
41.74097372,-87.7693444,1,1,1,1,3,2,1
41.74837814,-87.78517892,15,1,3,1,5,1,1
42.04510732,-88.08005433,11,1,3,1,4,1,1
42.04633678,-88.17901258,10,1,2,1,3,1,1
41.99144417,-87.75412862,11,1,2,1,5,1,1
41.90967178,-87.7461036,1,1,1,1,4,1,1
41.7015199,-88.03615239,11,3,2,1,1,1,1
41.6604136,-87.58903615,12,1,2,1,1,1,1
42.04095773,-87.7107147,10,1,2,1,4,1,1
42.04800512,-87.73362428,9,1,2,1,3,1,1
42.03951782,-87.74708485,15,1,2,1,4,1,1
41.70733426,-88.02500848,12,1,2,1,1,1,1
41.75300734,-87.87073009,11,1,2,1,1,1,1
42.25207491,-88.69577452,11,1,2,1,8,1,1
41.95293521,-87.786562,1,1,1,1,5,1,1
40.45897592,-89.00155072,5,4,1,1,4,1,1
40.46634855,-88.95505735,10,5,2,1,4,1,1
40.48830523,-88.95301654,15,1,2,1,4,1,1
42.25240276,-88.28216771,11,1,2,2,3,2,1
42.23693728,-88.422535,12,1,2,1,3,1,1
42.35696622,-88.55558687,11,1,2,1,8,1,1
40.48445082,-89.00008587,9,5,2,1,3,1,1
41.55720847,-87.68327865,10,1,2,1,5,1,1
38.63132617,-90.14241742,6,5,1,2,1,1,1
38.61206374,-89.6138783,6,4,1,1,8,1,1
42.41565282,-88.67538381,6,1,1,1,8,1,1
42.0128812,-88.21731601,10,1,2,2,4,2,1
38.75304713,-89.66324827,1,4,1,1,8,1,1
41.62460274,-87.7731288,11,1,2,1,1,1,1
41.61262179,-87.73680919,1,5,1,1,4,1,1
42.06646584,-87.97074909,10,1,2,1,5,1,1
40.70329892,-89.41329656,1,1,1,1,3,1,1
42.38550444,-87.96658025,6,1,1,1,4,1,1
40.57703366,-90.03614589,11,1,2,2,3,2,1
41.65280661,-87.82982968,10,1,2,1,3,1,1
41.82196808,-87.74350768,10,1,2,1,4,1,1
41.78285009,-88.20564162,11,1,2,1,4,1,1
41.88091484,-87.61737722,10,5,2,2,4,2,1
39.76413058,-89.68277878,99,9,2,9,5,9,1
42.20657656,-88.55361538,11,1,2,1,8,1,1
41.93530816,-87.63263531,11,1,2,1,1,2,1
41.75583541,-88.31402147,10,1,2,1,5,1,1
41.76527367,-88.37568689,11,1,2,2,3,2,1
41.4575452,-88.19333907,10,1,2,1,8,1,1
42.20951424,-87.83893499,6,4,1,1,4,1,1
41.77578858,-88.30732577,10,1,2,2,3,1,1
41.88341656,-87.74536171,6,5,1,1,5,1,1
39.09306324,-89.80905831,15,1,2,2,8,2,1
41.77724878,-87.80344464,15,1,2,1,3,1,1
39.90030189,-90.7652541,6,1,1,1,8,9,1
41.48079948,-88.08013424,10,4,2,2,9,2,1
41.52438483,-88.09835694,15,1,2,1,4,1,1
41.52224263,-88.14060597,10,1,2,1,4,1,1
38.62268004,-89.6869518,5,1,1,1,8,1,1
38.95744248,-89.10031772,15,3,2,9,3,1,1
42.01916051,-87.70861345,10,1,2,2,3,2,1
42.04105375,-87.70405178,1,1,1,1,5,1,1
41.79049885,-87.86867792,11,1,3,1,5,1,1
41.49923641,-87.7323638,10,1,2,1,4,1,1
41.50623845,-87.77707193,6,5,1,1,4,1,1
38.58576173,-89.98469702,10,1,2,1,5,1,1
38.54697633,-90.05444874,11,1,2,1,4,1,1
41.99109897,-87.70841033,6,1,1,1,4,1,1
42.44452602,-88.09126003,11,1,2,1,3,1,1
42.05526832,-87.78558348,15,1,2,1,5,1,1
37.24722659,-88.71873877,6,1,1,1,6,1,1
41.95935482,-87.83668629,10,1,2,1,4,1,1
41.23820343,-89.92492295,11,1,2,1,5,1,1
41.93880508,-87.74685821,11,1,2,1,4,1,1
41.9571501,-87.6454561,6,1,1,2,1,2,1
40.31079321,-88.52727016,6,1,1,1,8,4,1
41.95359912,-87.73140535,12,1,2,1,5,1,1
37.91007807,-89.23563539,10,1,2,1,8,1,1
40.12854661,-87.60629317,6,5,1,1,5,1,1
38.70146577,-90.05655168,2,1,1,1,3,1,1
38.66328638,-89.80901329,10,1,2,1,8,1,1
42.18878688,-87.92852144,10,1,2,2,5,2,1
37.90315344,-88.93172443,5,4,1,1,4,1,1
38.01618222,-89.37166911,4,4,1,2,8,4,1
41.98100638,-87.78120655,5,5,1,1,1,1,1
38.51932661,-89.87992436,6,4,1,1,4,1,1
41.63983017,-88.65065084,11,1,2,1,3,1,1
42.34951458,-88.1693323,10,1,2,1,4,1,1
39.61308304,-90.22948727,11,1,2,1,8,1,1
40.16329859,-88.98162114,8,1,1,1,9,1,1
38.56244853,-90.10436117,11,1,2,1,3,1,1
41.33989042,-89.12018546,5,1,1,1,4,1,1
38.73843867,-88.09450648,15,1,2,1,4,1,1
41.44814462,-87.63158729,4,1,1,1,3,1,1
42.08735601,-87.71810301,10,5,2,1,5,1,1
41.91394443,-87.74597536,15,4,2,1,4,1,1
38.543943,-90.19504492,11,1,3,1,1,3,1
38.96375262,-89.04724604,15,1,2,1,8,1,1
41.85214033,-87.61395666,6,5,1,1,1,1,1
41.98094261,-88.13789794,6,5,1,1,5,1,1
42.05227973,-88.00888787,12,5,2,1,1,1,1
38.75952449,-90.1502007,6,1,1,1,3,1,1
42.13216097,-88.22725362,10,1,2,1,3,1,1
42.24054362,-87.94246582,10,5,2,2,4,2,1
39.8190391,-88.87818341,10,9,2,9,5,9,1
41.62577119,-87.70562924,11,5,3,2,5,2,1
41.64684034,-87.7578325,11,4,5-Mar,2,3,2,1
41.64015718,-87.71831004,1,5,1,1,5,1,1
41.64530835,-87.73798856,11,1,3,1,4,1,1
42.23899165,-88.95575299,15,1,2,9,4,1,1
41.66306198,-87.65365989,15,1,3,1,5,1,1
42.10467144,-87.88761286,14,1,2,2,4,2,1
40.11286342,-88.2784336,15,1,2,1,5,1,1
40.11553043,-88.27680718,15,1,2,1,4,1,1
40.88149088,-88.63199652,15,1,2,9,3,1,1
41.80502544,-87.74309893,11,1,2,1,4,1,1
41.3505241,-88.81046387,15,1,2,2,4,2,1
41.77114678,-87.74205529,11,5,5-Mar,1,4,1,1
40.25541273,-90.08629661,6,4,1,1,8,1,1
38.5965192,-89.95242109,14,1,2,1,3,1,1
42.04278145,-88.2675927,15,1,2,1,3,1,1
42.3330244,-88.02907558,15,1,3,1,3,1,1
41.87364519,-88.22840342,10,1,2,1,4,1,1
41.92412683,-87.75610278,10,1,2,1,3,1,1
42.30760497,-89.07716662,11,3,2,2,5,2,1
42.12915617,-88.0035414,5,1,1,1,3,1,1
40.19448312,-88.38954784,14,4,2,1,6,1,1
39.16959558,-87.68373163,5,1,1,1,8,1,1
40.13335357,-87.63552492,10,1,2,1,5,1,1
41.41531847,-89.95689823,6,1,1,1,6,1,1
41.86059029,-87.99271983,11,1,2,1,4,1,1
41.88525086,-87.78446427,15,5,2,1,5,1,1
38.92432128,-90.19152989,11,1,3,1,4,1,1
39.84649311,-88.93002164,8,1,1,1,5,1,1
39.86464735,-88.92679061,11,1,2,1,5,9,1
39.17798047,-89.66770108,15,4,2,1,5,1,1
42.08140852,-88.14102812,11,4,2,1,3,1,1
39.00368175,-88.22802239,5,1,1,1,8,9,1
39.31375505,-89.64248037,5,1,1,1,6,1,1
41.54724781,-88.02556917,10,5,2,1,3,1,1
38.75777623,-90.06080317,6,1,1,1,1,1,1
38.938856,-90.290212,10,1,2,1,9,1,1
38.74080059,-89.99989827,5,1,1,1,3,1,1
41.8642945,-88.04033785,12,1,3,1,1,1,1
39.90627071,-88.28051285,6,4,1,1,6,1,1
41.95078332,-87.88562995,11,9,2,9,4,9,1
42.36820584,-88.04605067,11,1,2,2,3,2,1
37.73250369,-88.79924906,15,1,2,1,9,1,1
38.22539652,-89.23056923,15,1,2,1,8,1,1
38.34126635,-89.33226809,4,9,1,9,8,9,1
37.70559841,-88.96318649,6,1,1,1,6,1,1
41.87315367,-87.8160844,14,5,2,2,1,2,1
38.38815416,-88.94974649,4,3,1,1,6,1,1
41.74809148,-87.93420359,6,5,1,1,1,1,1
40.74106269,-88.75929637,5,1,1,1,8,1,1
39.69460052,-88.63580898,10,1,2,1,8,1,1
41.63713828,-87.6139983,1,1,1,1,3,1,1
42.47522356,-87.82436273,15,1,2,1,4,1,1
42.23375163,-88.81839682,10,1,2,1,8,1,1
42.02148071,-87.84579023,15,1,2,1,5,1,1
41.59421265,-88.18789364,11,1,2,1,3,1,1
41.71963808,-88.31061292,7,1,2,2,3,2,1
39.48435522,-88.26647449,15,1,2,1,4,1,1
41.50616129,-87.70339389,1,1,1,1,4,1,1
41.50376621,-90.5830315,11,1,2,1,4,1,1
39.82326212,-88.88769956,11,1,2,1,4,1,1
39.84639116,-88.93296659,10,1,2,1,5,1,1
41.65843274,-87.6412386,6,2,1,1,5,1,1
38.09026784,-88.94709566,15,1,2,1,8,1,1
40.12381331,-87.90339148,6,1,1,1,6,1,1
42.04945944,-88.07931427,15,1,2,2,4,1,1
41.92426848,-87.74627572,10,1,2,1,4,1,1
39.63190903,-89.64763213,5,1,1,1,8,1,1
42.45558731,-89.05958208,10,1,2,1,4,1,1
42.30653347,-88.85076272,6,4,1,2,8,2,1
41.96712079,-87.81204059,15,1,2,1,3,1,1
40.10841585,-87.68136161,5,1,1,1,6,1,1
38.58864019,-89.91831436,15,1,2,1,3,1,1
41.791629,-88.3224597,1,1,1,1,4,1,1
41.8301661,-88.07745824,10,1,3,1,4,1,1
40.76470423,-89.52231546,11,4,2,1,8,1,1
39.49105502,-88.1489026,15,1,2,1,3,1,1
42.3359278,-88.16939019,15,1,2,1,4,1,1
42.27161113,-88.96046744,11,1,3,1,4,1,1
42.0486733,-88.09577337,11,1,2,1,4,1,1
41.50425652,-87.73236414,10,1,2,1,4,1,1
39.81871157,-89.60527796,10,1,2,1,5,1,1
41.67006894,-87.73888472,15,1,2,1,4,1,1
40.66753519,-89.56078496,5,4,1,1,5,1,1
42.01903957,-87.74769509,15,1,2,1,4,1,1
40.11200999,-87.61465806,5,1,1,1,1,1,1
38.98509686,-87.68476701,11,1,5-Mar,1,8,1,1
41.52185439,-88.17144892,12,1,3,1,4,1,1
42.26905789,-88.98007588,15,1,3,2,4,2,1
41.76854139,-87.86770973,11,1,2,1,5,1,1
41.76856755,-87.86770937,11,1,2,1,5,1,1
38.32852587,-88.9104162,8,1,1,1,3,1,1
38.31421673,-88.94215779,11,1,2,1,5,1,1
41.86752025,-87.61882377,11,1,2,1,4,1,1
41.66436134,-87.75790067,11,1,5-Mar,2,3,2,1
42.05592751,-87.91026163,15,1,2,1,4,1,1
37.6519001,-89.02047979,10,1,2,1,8,1,1
39.76485882,-89.67159435,11,1,2,2,5,2,1
41.80861387,-87.80201001,10,1,2,1,5,1,1
41.90661562,-88.40891357,10,5,2,1,8,1,1
41.95851425,-88.20578692,11,1,2,1,4,1,1
41.11871767,-87.86121924,15,1,2,1,99,1,1
41.69591623,-87.8561014,7,4,1,1,3,1,1
37.78898275,-89.02812735,10,1,2,1,5,1,1
42.19749923,-88.09023771,10,1,2,1,5,1,1
42.20012839,-88.08874721,11,1,2,1,3,1,1
42.31202303,-89.07717776,10,5,2,1,5,1,1
42.00433045,-87.94020198,11,5,2,2,4,2,1
42.04853457,-87.92251237,6,1,1,1,4,1,1
41.60635263,-88.35434463,11,1,2,1,8,1,1
42.19715384,-88.21758377,6,1,1,1,4,1,1
42.03041464,-88.23713573,15,1,3,1,3,1,1
41.92296522,-87.96392526,11,5,2,1,4,1,1
38.51930059,-89.88266544,10,1,2,1,4,1,1
37.75106801,-89.4629408,10,1,2,1,8,1,1
41.69068932,-87.79746725,11,1,2,1,4,1,1
42.35678329,-89.82830043,15,1,2,1,8,1,1
41.60039551,-87.90619178,6,1,1,1,3,1,1
40.74081516,-89.65992393,6,3,1,1,6,1,1
41.67682033,-88.24805202,11,1,2,1,8,1,1
39.91736718,-89.58236294,5,4,1,1,6,1,1
38.10994406,-88.90796263,4,4,1,1,8,1,1
42.02022075,-87.95072213,6,1,1,1,1,1,1
41.79089212,-87.57958526,6,5,1,1,4,1,1
40.22006492,-88.50507549,12,1,2,1,6,1,1
40.12677575,-89.41679225,6,4,1,1,6,2,1
41.60199653,-87.81364126,2,5,1,1,4,1,1
40.68776708,-89.62294979,15,5,2,1,4,1,1
41.64551946,-87.82839132,6,1,1,1,3,1,1
42.06004249,-88.04809498,5,1,1,1,1,1,1
41.67788293,-87.64190407,11,1,2,1,4,1,1
37.93029478,-89.05854223,11,1,3,2,8,2,1
